"lat_new","lon_new","Flood_1999","Thao_check","VLUCD_L2_3","dsm_bathy","flow_accum","aspect","curvature","hillshade","roughness","slope","spi","tpi","twi","precip_s_1","flood_rfr_","hand30_100","gsw_occure","density_ri","density_ro","distance_r","distance_1","X","Y","Z"
"16.1743229446","107.619389498","0","0","11","271.411","0.316861","232.817","-0.379762932362","241.728","36.7319","25.3461","0.15397492754","0.379762932362","0.59004811443","484.135","0.00710847002721","67.144","0","0.173625","0.0152353","0.272198","0.0123036","107.61938949753","16.174322944648","-2.3500001361754E-5"
"16.1731332144","107.600353809","0","0","11","253.436","0.0101967","260.31","-4.18977576782","197.746","15.776","9.38612","0.00173184132762","4.18977576782","0.0682002158001","479.08","0","95.5013","0","0.176225","0.0069403","0.0615523","0.0879159","107.60035380948","16.173133214426","-2.3500001361754E-5"
"16.1686717254","107.556393268","0","0","11","255.961","0.188881","303.574","-4.24253167751","208.655","13.8366","14.3001","0.0490258018445","4.24253167751","0.667431941211","481.028","0.119900576556","55.3344","0","0.21859","0","0.0362941","0.427057","107.55639326793","16.16867172542","-2.3500001361754E-5"
"16.1651025339","107.58066377","0","0","11","430.681","0.269037","197.87","0.226308140384","197.203","35.6221","24.5984","0.120110088975","-0.226308140384","0.544322553341","472.212","0.0103677777973","43.3513","0","0.170546","0","0.0428071","0.2427","107.58066377022","16.165102533855","-2.3500001361754E-5"
"16.1683742926","107.512313752","0","0","11","196.045","0.0123941","139.627","-0.112902503845","160.814","16.6583","9.66399","0.00212610173861","0.112902503845","0.0839154498123","500.964","0.0575092038359","80.8165","0","0.437963","0","0.139844","0.32979","107.51231375238","16.16837429264","-2.3500001361754E-5"
"16.1707537531","107.468293724","0","0","14","153.715","0.1401","205.585","2.89039017223","197.808","18.0361","13.6909","0.0344707511233","-2.89039017223","0.539766889077","494.435","0.0503090970082","6.81915","0","0.119802","0.0145872","0.172373","0.0591868","107.46829372428","16.170753753083","-2.3500001361754E-5"
"16.1586779885","107.567100842","0","0","11","401.585","0.0174844","145.606","-6.02565067283","149.955","24.7204","18.0645","0.00567896188806","6.02565067283","0.0567998805163","467.779","0.0166701010366","67.4202","0","0.187525","0","0.0628392","0.331184","107.56710084173","16.158677988498","-2.3500001361754E-5"
"16.1565364743","107.629204775","0","0","11","469.349","0.0292638","319.278","-4.13490644435","186.274","30.1914","18.7173","0.00991537589488","4.13490644435","0.0851998446126","476.487","0","88.3373","0","0.0554829","0.0278553","0.487091","0.0707749","107.62920477478","16.156536474279","-2.3500001361754E-5"
"16.1601056658","107.540688825","0","0","11","375.861","0.0101881","4.38099","-3.89606587652","174.231","36.6927","29.033","0.00575951522662","3.89606587652","0.0183030259091","480.178","0.0444801762782","101.151","0","0.392425","0","0.278052","0.484699","107.54068882523","16.160105665844","-2.3500001361754E-5"
"16.1565364743","107.603506595","0","0","11","437.327","1.36651","160.589","-2.08564072507","145.453","41.8624","35.9525","0.978894507756","2.08564072507","1.18673747044","470.435","0.0875878566972","19.1114","0","0.113632","0.0079982","0.0163117","0.120473","107.60350659515","16.156536474279","-2.3500001361754E-5"
